web-scraper-order	web-scraper-start-url	问题名字	提问时间	提出的问题	提出的问题-href	name	answer
1574231910-495	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Get all changed monitored items of subscription at the same time	"#2913
            opened on 23 Jul by
            je1h"	Get all changed monitored items of subscription at the same time	https://github.com/open62541/open62541/issues/2913		"Thanks for your answer!

I do UA_Client_run_iterate(client, 0); after subscriptions have been set up.

But the UA_Client_addTimedCallback timer I set up in callback never fires."
1574231800-436	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865		"Hi,

there is a branch which contains OPC UA PubSub MQTT with examples also. Check the branch pubsub_mqtt_clean. My master thesis is about OPC UA PubSub, so I've worked on PubSub with MQTT, in case you have questions just let me know.
Regards
Sohail

Hi @sohailmushtaq  can you show me where this branch is ?
Regards"
1574231460-253	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800	cpipero	
1574231910-494	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Get all changed monitored items of subscription at the same time	"#2913
            opened on 23 Jul by
            je1h"	Get all changed monitored items of subscription at the same time	https://github.com/open62541/open62541/issues/2913		"I think it is not possible. But you can use the same callback for all MonitoredItems. There you safe the value in a list and add a callback via UA_Client_addTimedCallback, with UA_DateTime_nowMonotonic as time Parameter. So you will get the Callback after the current NotficationMessage. This only works if you use UA_Client_run_iterate with timeout 0."
1574231898-488	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893		"mmm that's strange, all the errors are related to the lwip, and those flags should take care of it. Maybe check that these values are actually there when used in open62541.
In you open62541.h after the includes like #include <lwip/sockets.h> put some #if to check that for example LWIP_COMPAT_SOCKETS  is actually 0"
1574231460-271	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800		"Thank you guys,

I have been looking at a way to ""cheat"" just to do some final testing at the interop this week.
In reality, as you are probably saying, things should start happening when the server adds datafields.
But in the meanwhile, I tried to modify the OnRead call in the ua_pubsub_ns0.c.
I'm not successful yet, because I don't have much time left and I'm just shooting in the dark.
The following code (very ugly and should NEVER be user) does succeed on the server side, but the client doesn't like it and eventually leads to bad outcomes.
But I put it here for you to look at and see if it can be easily ""steered"" in the right direction.
I'm making up the field name (using the tutorial sample I will only have one field all the times).
Aagin, this is just for you to see if modifying the OnRead this way makes sense. Clearly it needs to be improved.
static void
onRead(UA_Server *server, const UA_NodeId *sessionId, void *sessionContext,
       const UA_NodeId *nodeid, void *context,
       const UA_NumericRange *range, const UA_DataValue *data) {
    UA_Variant value;
    UA_Variant_init(&value);
    const UA_NodePropertyContext *nodeContext = (const UA_NodePropertyContext*)context;
    const UA_NodeId *myNodeId = &nodeContext->parentNodeId;

    switch(nodeContext->parentClassifier){
    case UA_NS0ID_PUBSUBCONNECTIONTYPE: {
        UA_PubSubConnection *pubSubConnection =
            UA_PubSubConnection_findConnectionbyId(server, *myNodeId);
        switch(nodeContext->elementClassiefier) {
        case UA_NS0ID_PUBSUBCONNECTIONTYPE_PUBLISHERID:
            if(pubSubConnection->config->publisherIdType == UA_PUBSUB_PUBLISHERID_STRING) {
                UA_Variant_setScalar(&value, &pubSubConnection->config->publisherId.numeric,
                                     &UA_TYPES[UA_TYPES_STRING]);
            } else {
                UA_Variant_setScalar(&value, &pubSubConnection->config->publisherId.numeric,
                                     &UA_TYPES[UA_TYPES_UINT32]);
            }
            break;
        default:
            UA_LOG_WARNING(&server->config.logger, UA_LOGCATEGORY_SERVER,
                           ""Read error! Unknown property."");
        }
        break;
    }
    case UA_NS0ID_WRITERGROUPTYPE: {
        UA_WriterGroup *writerGroup = UA_WriterGroup_findWGbyId(server, *myNodeId);
        if(!writerGroup)
            return;
        switch(nodeContext->elementClassiefier){
        case UA_NS0ID_WRITERGROUPTYPE_PUBLISHINGINTERVAL:
            UA_Variant_setScalar(&value, &writerGroup->config.publishingInterval,
                                 &UA_TYPES[UA_TYPES_DURATION]);
            break;
        default:
            UA_LOG_WARNING(&server->config.logger, UA_LOGCATEGORY_SERVER,
                           ""Read error! Unknown property."");
        }
        break;
    }
    case UA_NS0ID_PUBLISHEDDATAITEMSTYPE: {
        UA_PublishedDataSet *publishedDataSet = UA_PublishedDataSet_findPDSbyId(server, *myNodeId);
        if(!publishedDataSet)
            return;
        switch(nodeContext->elementClassiefier) {
        case UA_NS0ID_PUBLISHEDDATAITEMSTYPE_PUBLISHEDDATA: {
            UA_PublishedVariableDataType *pvd = (UA_PublishedVariableDataType *)
                UA_calloc(publishedDataSet->fieldSize, sizeof(UA_PublishedVariableDataType));
            size_t counter = 0;
            UA_DataSetField *field;
            LIST_FOREACH(field, &publishedDataSet->fields, listEntry) {
                pvd[counter].attributeId = UA_ATTRIBUTEID_VALUE;
                pvd[counter].publishedVariable = field->config.field.variable.publishParameters.publishedVariable;
                //UA_NodeId_copy(&field->config.field.variable.publishParameters.publishedVariable, &pvd[counter].publishedVariable);
                counter++;
            }
            UA_Variant_setArray(&value, pvd, publishedDataSet->fieldSize,
                                &UA_TYPES[UA_TYPES_PUBLISHEDVARIABLEDATATYPE]);
            break;
        }
        //HERE's WHAT I ADDED
        case UA_NS0ID_PUBLISHEDDATAITEMSTYPE_DATASETMETADATA: {

            UA_DataSetMetaDataType *dsmd = UA_DataSetMetaDataType_new();
            UA_DataSetMetaDataType_init(dsmd);

            dsmd->configurationVersion = publishedDataSet->dataSetMetaData.configurationVersion;
            dsmd->dataSetClassId = publishedDataSet->dataSetMetaData.dataSetClassId;
            dsmd->name = publishedDataSet->config.name;


            dsmd->fieldsSize++;
            dsmd->fields =
                    (UA_FieldMetaData *) UA_realloc(dsmd->fields, dsmd->fieldsSize * sizeof(UA_FieldMetaData));
            for (size_t i = 0; i < dsmd->fieldsSize; ++i) { //TODO:of course, here I should use the List access methods
                                                            //against the publishedDataSet.fields LIST
                                                            // so I can get all the attributes from those
                                                            //but for now I'm just testing something
                UA_FieldMetaData_init(&dsmd->fields[i]);

                UA_NodeId_copy (&UA_TYPES[UA_TYPES_DATETIME].typeId,
                                &dsmd->fields[i].dataType);
                dsmd->fields[i].builtInType = UA_NS0ID_DATETIME;
                dsmd->fields[i].dataSetFieldId = UA_Guid_random(); //TODO: gotta figure this one out
                UA_String strTmp = UA_STRING (""DateTime"");
                UA_String_copy (&strTmp, &dsmd->fields[0].name);
                dsmd->fields[i].valueRank = -1; /* scalar */

            }

            UA_Variant_setScalarCopy(&value, dsmd, &UA_TYPES[UA_TYPES_DATASETMETADATATYPE]);

            break;
        }
        case UA_NS0ID_PUBLISHEDDATAITEMSTYPE_CONFIGURATIONVERSION: {
            UA_Variant_setScalarCopy(&value, &publishedDataSet->dataSetMetaData.configurationVersion,
                                     &UA_TYPES[UA_TYPES_CONFIGURATIONVERSIONDATATYPE]);
            break;
        }
        default:
            UA_LOG_WARNING(&server->config.logger, UA_LOGCATEGORY_SERVER,
                           ""Read error! Unknown property."");
        }
        break;
    }
    default:
        UA_LOG_WARNING(&server->config.logger, UA_LOGCATEGORY_SERVER,
                       ""Read error! Unknown parent element."");
    }
    UA_StatusCode retval = UA_Server_writeValue(server, *nodeid, value);
    if (retval != UA_STATUSCODE_GOOD) UA_LOG_ERROR(&server->config.logger, UA_LOGCATEGORY_SERVER, ""Read error! %s"", UA_StatusCode_name(retval));
}
Sorry I am doing this in a rush. I will look at it more this weekend with more time.
EDITED: improved version after @jpfr hints (still not decoding correctly)."
1574231834-438	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Server does not persist the NodeId of a Node	"#2873
            opened on 9 Jul by
            GeorgeSellner"	Server does not persist the NodeId of a Node	https://github.com/open62541/open62541/issues/2873	GeorgeSellner	
1574231800-421	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	kusumy	
1574231903-491	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Integrate CTT into CI	"#2894
            opened on 18 Jul by
            Pro"	Integrate CTT into CI	https://github.com/open62541/open62541/issues/2894		"Even better, use the Probot tool:
https://github.com/probot/probot"
1574231516-305	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	How to create a certification and send this to server	"#2816
            opened on 14 Jun by
            AndyarcherReset"	How to create a certification and send this to server	https://github.com/open62541/open62541/issues/2816	jpfr	
1574231533-334	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		if(LIST_FIRST(&pConnection->readerGroups)->readersCount == 1) {
1574231533-321	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		"UA_LOG_INFO(&server->config.logger, UA_LOGCATEGORY_SERVER, ""only 1 DataSetReader available. This one will be used."");"
1574231391-230	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	UA_server_browse maxrefs	"#2791
            opened on 5 Jun by
            etm"	UA_server_browse maxrefs	https://github.com/open62541/open62541/issues/2791	jpfr	
1574231601-362	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Subscriber: Using multiple ReaderGroups causes PubSubChannel->regist to fail	"#2839
            opened on 24 Jun by
            Fischer-Thomas"	Subscriber: Using multiple ReaderGroups causes PubSubChannel->regist to fail	https://github.com/open62541/open62541/issues/2839	jpfr	
1574231477-284	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	"#2808
            opened on 12 Jun by
            TorbenD"	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	https://github.com/open62541/open62541/issues/2808	TorbenD	
1574231374-223	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	BadSessionIdInvalid from Client	"#2790
            opened on 5 Jun by
            MarkusWeinand"	BadSessionIdInvalid from Client	https://github.com/open62541/open62541/issues/2790		"I added a wiresharkdump. It looks like the server is not responding to anything. The first response from the server comes after my writerequest and he immediately sends ServiceFault.

But I can connect with UA_Expert just fine."
1574231533-314	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817	opcua-tsn-team-kalycito	
1574231567-358	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Access control over endpoints	"#2829
            opened on 18 Jun by
            SebsSa"	Access control over endpoints	https://github.com/open62541/open62541/issues/2829		"@jpfr hello,

is it possible to know which user is connected, so i give for each on of them different permissions?

for example in the example above .. can i know if peter is connected so i give him just the permissions to just read the Vairables but not "
1574231494-300	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	NamespaceArray looks good but Namespaces object doesn't match it	"#2810
            opened on 12 Jun by
            cpipero"	NamespaceArray looks good but Namespaces object doesn't match it	https://github.com/open62541/open62541/issues/2810		"Thank you @jpfr  .   I can look at this if you need (I don't know what means to be a ""contributor"" but I will be messing with this code for  a while).
I would prefer that Namespaces get added to/removed from together with the NamespaceArray updates (granted the condition that NS_0 -- maybe ""FULL"" -- is enabled).
I'll take a crack at it and let you know.

Thanks again."
1574231409-241	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Processing the message failed with error BadOutOfMemory	"#2792
            opened on 5 Jun by
            MarineKing5248"	Processing the message failed with error BadOutOfMemory	https://github.com/open62541/open62541/issues/2792		"CRITICAL:opcua.client.ua_client.Socket:Received an error: MessageAbort(error:StatusCode(Good), reason:None

That sounds like the problem is with python opcua.

Wrong forum. Please post at FreePython's github."
1574231760-402	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Historical data example code	"#2863
            opened on 2 Jul by
            GLmontanari"	Historical data example code	https://github.com/open62541/open62541/issues/2863	juangburgos	
1574231880-448	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Event-based Subscriber OPCUA pubsub	"#2890
            opened on 17 Jul by
            canadyre"	Event-based Subscriber OPCUA pubsub	https://github.com/open62541/open62541/issues/2890	sohailmushtaq	
1574231391-227	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	UA_server_browse maxrefs	"#2791
            opened on 5 Jun by
            etm"	UA_server_browse maxrefs	https://github.com/open62541/open62541/issues/2791	jpfr	
1574231800-434	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865		"Hi @kusumy , you can contact me at the following email address sohail95@live.it

Regards

Sohail"
1574231460-275	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800		Just capturing a note from our release meeting. Cross reference Pull Request #3052 that starts fixing this.
1574231283-193	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Subscriber implementation not subscribing to timestamp?	"#2771
            opened on 29 May by
            theresa95"	Subscriber implementation not subscribing to timestamp?	https://github.com/open62541/open62541/issues/2771	johndzilva	
1574231533-322	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		
1574231516-310	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	How to create a certification and send this to server	"#2816
            opened on 14 Jun by
            AndyarcherReset"	How to create a certification and send this to server	https://github.com/open62541/open62541/issues/2816		"This is definitely supported.
See here the example:

https://github.com/open62541/open62541/blob/master/examples/encryption/client_encryption.c
You can define which SecurityPolicy to use in the client config:

https://open62541.org/doc/current/client.html#client-configuration

Hi,

From the example client_encryption.c, I just see that can load the certificate.

But how can I create a certificate within the code? Or should I use another way to do this by myself?"
1574231567-357	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Access control over endpoints	"#2829
            opened on 18 Jun by
            SebsSa"	Access control over endpoints	https://github.com/open62541/open62541/issues/2829		"Here is an example where the standard AccessControl policy (allow all) is overriden.
https://github.com/open62541/open62541/blob/master/examples/access_control/server_access_control.c
When the session is created, the AccessControl plugin inspects the login information and can attach custom data to the session.
This data is then evaluated at runtime.

When a service (like Read) is called on a node in the information model, the AccessControl plugin is queried if the user has sufficient rights."
1574231496-303	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Monitored Item - exception-based model [Question]	"#2814
            opened on 13 Jun by
            rudoq32"	Monitored Item - exception-based model [Question]	https://github.com/open62541/open62541/issues/2814		"That's a good point. So userland should be able to trigger variablechange notifications.
We then need to decide how and with which context the trigger is done.

Either

Trigger the MonitoredItem

We need a way to register MonitoredItems (created by a client) in userland
E.g. with a callback where new MonitoredItems are announced


Trigger the VariableNode

The Variable needs a linked list of the interested MonitoredItems (which it does not have at the moment)
A new public API method is created to manually trigger notifications to be created for a variable"
1574231800-426	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865		"Hi,

No, use only tutorial_pubsub_mqtt. First of all install a MQTT broker, such as Mosquitto (it's easy to install and use, I reccomend that). After you the Broker is running, just execute pubsub_mqtt you should see packets sent from Publisher to Broker on Wireshark. If you want to receive as well you have to configure also the Subscriber. Once both configured and connected to Broker, Publisher will send information through Broker to Subscriber."
1574231800-419	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	sohailmushtaq	
1574231391-232	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	UA_server_browse maxrefs	"#2791
            opened on 5 Jun by
            etm"	UA_server_browse maxrefs	https://github.com/open62541/open62541/issues/2791		"#2732 will land soon.

Let's see if the issue remains."
1574231533-317	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		if(pConnection->readerGroupsSize == 1) {
1574231567-351	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Access control over endpoints	"#2829
            opened on 18 Jun by
            SebsSa"	Access control over endpoints	https://github.com/open62541/open62541/issues/2829	jpfr	
1574231800-412	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	OPC UA Pub/Sub over MQTT	"#2865
            opened on 3 Jul by
            canadyre"	OPC UA Pub/Sub over MQTT	https://github.com/open62541/open62541/issues/2865	jpfr	
1574231914-496	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Generated custom data-types inside a method call	"#2920
            opened on 24 Jul by
            starki93"	Generated custom data-types inside a method call	https://github.com/open62541/open62541/issues/2920	Pro	
1574231477-278	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	"#2808
            opened on 12 Jun by
            TorbenD"	Dependencies between CustomDataTypes in different UA_DataTypeArray not supported	https://github.com/open62541/open62541/issues/2808	jpfr	
1574231898-461	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893	cabralfortiss	
1574231584-361	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Historize data in a circular buffer	"#2835
            opened on 20 Jun by
            luibass92"	Historize data in a circular buffer	https://github.com/open62541/open62541/issues/2835		"@peter-rustler-basyskom

@basyskom-meerkoetter
Can you have a look at this?"
1574231919-513	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Semantic release numbers	"#2923
            opened on 25 Jul by
            jrcoding"	Semantic release numbers	https://github.com/open62541/open62541/issues/2923		"Does it make sense and is it reasonable to ensure being compatible with Semantic Versioning (beginning with version 1.0.0) ?

Short answer: Yes
Long answer: I'm definitely in favour of semantic versioning. We need to find a good way to keep the Changelog updated and document all the major and minor changes.
It would be best if there are some automatic tools/bots which help us with that and check pull requests correspondingly.
I don't mind if we reach version 10.0 in a year, honestly do not care that much about version numbers, as long as they make sense = stick to semver.
@jpfr maybe the 1.0 release is a good starting point to enforce semver?"
1574231283-196	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Subscriber implementation not subscribing to timestamp?	"#2771
            opened on 29 May by
            theresa95"	Subscriber implementation not subscribing to timestamp?	https://github.com/open62541/open62541/issues/2771	theresa95	
1574231743-397	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	PubSub packet latency	"#2860
            opened on 2 Jul by
            canadyre"	PubSub packet latency	https://github.com/open62541/open62541/issues/2860	Pro	
1574231357-219	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Support for handling subscriptions & monitored items externally	"#2788
            opened on 5 Jun by
            lkaino"	Support for handling subscriptions & monitored items externally	https://github.com/open62541/open62541/issues/2788		"Variables have a MinimumSamplingInterval attribute.

So for the values that are created at 1000ms, you can limit to exactly that.
See also the questions raised in #2814 on Exception-based DataChange MonitoredItems.
Feel free to make a design proposal for an additional API.

We need a proposal to see how much effort it is."
1574231880-456	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Event-based Subscriber OPCUA pubsub	"#2890
            opened on 17 Jul by
            canadyre"	Event-based Subscriber OPCUA pubsub	https://github.com/open62541/open62541/issues/2890		"Ok, @canadyre.

If you used MQTT you saw that they use a callback for receiving messages and with UDP there is no such callback mechanism in the code. I think for now the polling remains because they need to do polling on the channel where they receive. Now I don't remember the details of the code but inside I saw that you have to do this polling to receive information at Subscriber side. I hope I'm understandable :)"
1574231533-340	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		}
1574231391-234	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	UA_server_browse maxrefs	"#2791
            opened on 5 Jun by
            etm"	UA_server_browse maxrefs	https://github.com/open62541/open62541/issues/2791		"Valgrind looks fine.
==5802== HEAP SUMMARY:

==5802==     in use at exit: 87,795 bytes in 2,428 blocks

==5802==   total heap usage: 8,898 allocs, 6,470 frees, 353,031 bytes allocated

==5802==

==5802== LEAK SUMMARY:

==5802==    definitely lost: 0 bytes in 0 blocks

==5802==    indirectly lost: 0 bytes in 0 blocks

==5802==      possibly lost: 0 bytes in 0 blocks

==5802==    still reachable: 87,795 bytes in 2,428 blocks

==5802==         suppressed: 0 bytes in 0 blocks

==5802== Rerun with --leak-check=full to see details of leaked memory

==5802==

==5802== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0)"
1574231460-261	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	"PubSub Publisher example, not setting the DataSetMetaData"	"#2800
            opened on 8 Jun by
            cpipero"	"PubSub Publisher example, not setting the DataSetMetaData"	https://github.com/open62541/open62541/issues/2800	cpipero	
1574231898-482	https://github.com/open62541/open62541/issues?page=4&q=is%3Aissue+is%3Aopen	Compile freeRTOS with open62541 errors	"#2893
            opened on 18 Jul by
            mrburen121"	Compile freeRTOS with open62541 errors	https://github.com/open62541/open62541/issues/2893		"Thank you. I updated my FreeRTOS files to V10.2.0 and this solved the missing pdMS_TO_TICKS problem.
For now I have two questions left:

What heap file are you using? Heap 1,2,3,4 or 5?
Below my server code. Is this correct? If yes then I'm going to find the problem in my micro controller (driver) files.

/* Sets up system hardware */
void prvSetupHardware(void)
{
	/* LED0 is used for the link status, on = PHY cable detected */
	SystemCoreClockUpdate();
	Board_Init();

	/* Initial LED state is off to show an unconnected cable state */
	for (int i = 0; i < 8 ; i++) {
		Board_LED_Set(i, false);
	}
}


void vApplicationMallocFailedHook(){
	for(;;){
		vTaskDelay(pdMS_TO_TICKS(1000));
		DEBUGOUT(""vApplicationMallocFailedHook"");
	}
}

void vApplicationStackOverflowHook( TaskHandle_t xTask, char *pcTaskName ){
	for(;;){
		vTaskDelay(pdMS_TO_TICKS(1000));
		DEBUGOUT(""vApplicationStackOverflowHook"");
	}
}

static void opcua_thread(void *arg)
{
   //Allows to set smaller buffer for the connections, which can cause problems
	UA_UInt32 sendBufferSize = 8000; //64 KB was too much for my platform
	UA_UInt32 recvBufferSize = 8000;  //64 KB was too much for my platform

	UA_Server *server = UA_Server_new();
	UA_ServerConfig *config = UA_Server_getConfig(server);

	UA_ServerConfig_setMinimalCustomBuffer(config, 4840, 0, sendBufferSize, recvBufferSize);

	//VERY IMPORTANT: Set the hostname with your IP before allocating the server
	UA_ServerConfig_setCustomHostname(config, UA_STRING(""192.168.1.10""));
	UA_ServerConfig_setDefault(UA_Server_getConfig(server));

	//example
	// https://open62541.org/doc/current/tutorial_server_variable.html

	UA_NodeId myIntegerNodeId = UA_NODEID_STRING(1, ""the.answer"");

	/* Write a different integer value */
	UA_Int32 myInteger = 43;
	UA_Variant myVar;
	UA_Variant_init(&myVar);
	UA_Variant_setScalar(&myVar, &myInteger, &UA_TYPES[UA_TYPES_INT32]);
	UA_Server_writeValue(server, myIntegerNodeId, myVar);

	/* Set the status code of the value to an error code. The function
	 * UA_Server_write provides access to the raw service. The above
	 * UA_Server_writeValue is syntactic sugar for writing a specific node
	 * attribute with the write service. */
	UA_WriteValue wv;
	UA_WriteValue_init(&wv);
	wv.nodeId = myIntegerNodeId;
	wv.attributeId = UA_ATTRIBUTEID_VALUE;
	wv.value.status = UA_STATUSCODE_BADNOTCONNECTED;
	wv.value.hasStatus = true;
	UA_Server_write(server, &wv);

	/* Reset the variable to a good statuscode with a value */
	wv.value.hasStatus = false;
	wv.value.value = myVar;
	wv.value.hasValue = true;
	UA_Server_write(server, &wv);
}

int main(void) {
//	signal(SIGINT, stopHandler);
//	signal(SIGTERM, stopHandler);

	prvSetupHardware();

	/* Add another thread for initializing physical interface. This
	   is delayed from the main LWIP initialization. */
	xTaskCreate(vSetupIFTask, ""SetupIFx"",
				configMINIMAL_STACK_SIZE, NULL, (tskIDLE_PRIORITY + 1UL),
				(xTaskHandle *) NULL);
	/* LED1 toggle thread */
	xTaskCreate(vLEDTask1, ""vTaskLed1"", configMINIMAL_STACK_SIZE,
			NULL, (tskIDLE_PRIORITY + 1UL), (TaskHandle_t *) NULL);

	/* LED2 toggle thread */
	xTaskCreate(vLEDTask2, ""vTaskLed2"", configMINIMAL_STACK_SIZE,
			NULL, (tskIDLE_PRIORITY + 1UL), (TaskHandle_t *) NULL);

	/* UART output thread, simply counts seconds */
	xTaskCreate(vUARTTask, ""vTaskUart"", configMINIMAL_STACK_SIZE,
			NULL, (tskIDLE_PRIORITY + 1UL), (TaskHandle_t *) NULL);

	// Start opcua server
	printf(""Start opcua server"");
	if(sys_thread_new(""opcua_thread"", opcua_thread, NULL, 8000, 3) == NULL)
		 DEBUGOUT(""opcua(): Task creation failed."", 0);

	/* Start the scheduler */
	vTaskStartScheduler();

	/* Should never arrive here */
	return 1;
}

With the lines below commented so is it not a part of the program, the LED's are blinking and the internet connection is able to be established.
if(sys_thread_new(""opcua_thread"", opcua_thread, NULL, 8000, 5) == NULL)
	 DEBUGOUT(""opcua(): Task creation failed."", 0);

It never come to the line with the debugout print."
1574231533-341	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		
1574231533-323	https://github.com/open62541/open62541/issues?page=5&q=is%3Aissue+is%3Aopen	Problem when using multiple DataSetReader	"#2817
            opened on 14 Jun by
            Fischer-Thomas"	Problem when using multiple DataSetReader	https://github.com/open62541/open62541/issues/2817		dataSetReaderErg = LIST_FIRST(&LIST_FIRST(&pConnection->readerGroups)->readers);
